antibody_name,y_true,fold,esmc_model__Ridge_abserr,esmc_model__Ridge_pred,esmc_model__Ridge_high_err,esmc_model_abserr,esmc_model_pred,esmc_model_high_err,esmc_model__ElasticNet_abserr,esmc_model__ElasticNet_pred,esmc_model__ElasticNet_high_err,esmc_model__SVR_rbf_abserr,esmc_model__SVR_rbf_pred,esmc_model__SVR_rbf_high_err,prost_t5_model__Ridge_abserr,prost_t5_model__Ridge_pred,prost_t5_model__Ridge_high_err,prost_t5_model_abserr,prost_t5_model_pred,prost_t5_model_high_err,prost_t5_model__ElasticNet_abserr,prost_t5_model__ElasticNet_pred,prost_t5_model__ElasticNet_high_err,prost_t5_model__SVR_rbf_abserr,prost_t5_model__SVR_rbf_pred,prost_t5_model__SVR_rbf_high_err,prot_t5_model__Ridge_abserr,prot_t5_model__Ridge_pred,prot_t5_model__Ridge_high_err,prot_t5_model_abserr,prot_t5_model_pred,prot_t5_model_high_err,prot_t5_model__ElasticNet_abserr,prot_t5_model__ElasticNet_pred,prot_t5_model__ElasticNet_high_err,prot_t5_model__SVR_rbf_abserr,prot_t5_model__SVR_rbf_pred,prot_t5_model__SVR_rbf_high_err,protbert_model__Ridge_abserr,protbert_model__Ridge_pred,protbert_model__Ridge_high_err,protbert_model_abserr,protbert_model_pred,protbert_model_high_err,protbert_model__ElasticNet_abserr,protbert_model__ElasticNet_pred,protbert_model__ElasticNet_high_err,protbert_model__SVR_rbf_abserr,protbert_model__SVR_rbf_pred,protbert_model__SVR_rbf_high_err,ankh_model__Ridge_abserr,ankh_model__Ridge_pred,ankh_model__Ridge_high_err,ankh_model_abserr,ankh_model_pred,ankh_model_high_err,ankh_model__ElasticNet_abserr,ankh_model__ElasticNet_pred,ankh_model__ElasticNet_high_err,ankh_model__SVR_rbf_abserr,ankh_model__SVR_rbf_pred,ankh_model__SVR_rbf_high_err,n_models_high_err
ranibizumab,118.75,0,74.13832687153788,192.88832687153788,0.0,112.31137868260359,231.0613786826036,0.0,87.42250741649875,206.17250741649875,0.0,98.38171696954828,217.13171696954828,0.0,86.6058937200313,205.3558937200313,0.0,80.70454294241893,199.45454294241893,0.0,64.90238324332643,183.65238324332643,0.0,79.28072652508891,198.0307265250889,0.0,90.90503310533705,209.65503310533705,0.0,109.41820241813949,228.1682024181395,0.0,96.14439909123246,214.89439909123246,0.0,104.82759709637648,223.57759709637648,0.0,102.10040296520827,220.85040296520827,0.0,106.4743390931337,225.2243390931337,0.0,82.56123738232992,201.31123738232992,0.0,74.43085276830291,193.1808527683029,0.0,37.820557026276674,156.57055702627667,0.0,120.98794336981464,239.73794336981464,1.0,66.47630250419857,185.22630250419857,0.0,97.48494634478325,216.23494634478325,0.0,1.0
monalizumab,302.17,0,55.93972628404936,246.23027371595066,0.0,62.688974993059475,239.48102500694054,0.0,59.37734166454757,242.79265833545244,0.0,82.6882655545347,219.48173444546532,0.0,69.27378875790112,232.8962112420989,0.0,95.00036517233224,207.16963482766778,0.0,76.6651890537986,225.50481094620142,0.0,99.96426054847797,202.20573945152205,0.0,133.50539649732218,168.66460350267783,1.0,83.13517355618993,219.0348264438101,0.0,96.21046237022531,205.9595376297747,0.0,100.31103449539745,201.85896550460257,0.0,133.475561920171,168.694438079829,0.0,53.39672226075322,248.7732777392468,0.0,84.30418958503648,217.86581041496353,0.0,75.23176330369537,226.93823669630464,0.0,92.80188929495873,209.3681107050413,0.0,69.02474832990995,233.14525167009006,0.0,72.5697554303865,229.60024456961352,0.0,107.66652602536479,194.50347397463523,0.0,1.0
natalizumab,294.08,0,107.00482930183875,187.07517069816123,0.0,79.74157095589865,214.33842904410133,0.0,82.38540639250897,211.69459360749102,0.0,83.96072109919504,210.11927890080494,0.0,50.162702432666606,243.91729756733338,0.0,93.01407839403367,201.0659216059663,0.0,63.24681998380606,230.83318001619392,0.0,93.45785819984195,200.62214180015803,0.0,11.942862568794055,282.13713743120593,0.0,75.26596096632016,218.81403903367982,0.0,43.845258964008195,250.2347410359918,0.0,85.0376562837512,209.04234371624878,0.0,55.4867224268298,238.59327757317018,0.0,65.17167611889255,228.90832388110744,0.0,69.53386052093859,224.5461394790614,0.0,84.72970683364812,209.35029316635186,0.0,135.82134287615617,158.25865712384382,1.0,73.85475640233471,220.22524359766527,0.0,105.69263047299884,188.38736952700114,0.0,99.4579209642315,194.62207903576848,0.0,1.0
nesvacumab,154.15,2,108.41936574275823,262.56936574275824,0.0,26.839222838951144,180.98922283895115,0.0,39.11246398357929,193.2624639835793,0.0,71.60267595295517,225.75267595295517,0.0,22.082460117069758,176.23246011706976,0.0,44.03130364972699,198.181303649727,0.0,36.715460319180124,190.86546031918013,0.0,79.27788255129869,233.4278825512987,0.0,54.8010918153025,208.9510918153025,0.0,61.87708927058432,216.02708927058433,0.0,29.276595400067606,183.4265954000676,0.0,75.9119029472092,230.0619029472092,0.0,125.83018557200731,279.9801855720073,0.0,73.37122881168739,227.5212288116874,0.0,91.55336072575213,245.70336072575213,0.0,81.26078578620508,235.41078578620508,0.0,133.97489254992482,288.1248925499248,1.0,69.0263595717947,223.1763595717947,0.0,63.64665376565142,217.79665376565143,0.0,81.2185523537502,235.3685523537502,0.0,1.0
reslizumab,191.93,1,42.560852118707516,234.49085211870752,0.0,37.27108980943217,229.20108980943218,0.0,46.41751934190572,238.34751934190572,0.0,41.292406620892194,233.2224066208922,0.0,106.36963910576486,298.29963910576487,0.0,75.78017232989345,267.71017232989345,0.0,124.1576483299371,316.0876483299371,0.0,71.75924015478006,263.68924015478007,0.0,40.460095265790585,232.3900952657906,0.0,81.21621127342746,273.14621127342747,0.0,94.24837544333178,286.1783754433318,0.0,56.50637066474309,248.4363706647431,0.0,148.1002765400404,340.0302765400404,1.0,33.94280771413128,225.87280771413128,0.0,91.07712348215478,283.0071234821548,0.0,30.450870842522818,222.38087084252282,0.0,42.78780498015891,234.71780498015892,0.0,65.94895757736066,257.87895757736067,0.0,90.60407564252876,282.53407564252876,0.0,58.04751497709407,249.97751497709407,0.0,1.0
denosumab,259.84,4,31.772764171405186,228.0672358285948,0.0,31.75401755709302,228.08598244290695,0.0,27.51049786933413,232.32950213066584,0.0,34.08575449645346,225.7542455035465,0.0,132.6974497740597,127.14255022594028,1.0,36.17818351790589,223.66181648209408,0.0,70.52293640721294,189.31706359278704,0.0,37.4282655460741,222.41173445392587,0.0,125.24739886633597,134.592601133664,0.0,35.88096941556836,223.95903058443162,0.0,100.26986043006542,159.57013956993455,0.0,41.63670213836977,218.2032978616302,0.0,15.7569463737008,244.08305362629918,0.0,13.73664984051743,246.10335015948255,0.0,9.889697958040387,249.9503020419596,0.0,22.01000262533654,237.82999737466344,0.0,69.58278818008125,190.25721181991872,0.0,22.055323733862878,237.7846762661371,0.0,55.121257395052595,204.71874260494738,0.0,35.890345494521284,223.9496545054787,0.0,1.0
abrilumab,327.32,0,107.00954094290807,220.31045905709192,0.0,101.07942898069035,226.24057101930964,0.0,105.40688280722418,221.91311719277581,0.0,107.51451705004385,219.80548294995614,0.0,65.8793180174635,261.4406819825365,0.0,119.3953575145936,207.9246424854064,0.0,68.26534917498651,259.0546508250135,0.0,116.43163551413076,210.88836448586923,0.0,59.7047001263154,267.6152998736846,0.0,98.6039456388217,228.7160543611783,0.0,65.14026841999691,262.1797315800031,0.0,114.97045474047547,212.34954525952452,0.0,67.42764907721352,259.8923509227865,0.0,91.12469604017971,236.19530395982028,0.0,77.50822018297899,249.811779817021,0.0,110.3080333836798,217.0119666163202,0.0,32.58424835353867,294.7357516464613,0.0,89.71974293271629,237.6002570672837,0.0,60.97856554558189,266.3414344544181,0.0,123.6411043542684,203.6788956457316,1.0,1.0
lucatumumab,240.58,1,128.45627497554227,112.12372502445774,1.0,47.780463737492,192.799536262508,0.0,91.64728040864944,148.93271959135058,0.0,31.69060472691953,208.88939527308048,0.0,15.700114771871853,224.87988522812816,0.0,7.554489427250502,248.13448942725051,0.0,6.3365848896642945,246.9165848896643,0.0,9.92152708372177,230.65847291627824,0.0,69.88361572774375,170.69638427225627,0.0,16.653543867100097,223.92645613289992,0.0,30.872522978729137,209.70747702127088,0.0,14.06926468047655,226.51073531952346,0.0,84.08181401261385,156.49818598738617,0.0,25.336989795865207,215.2430102041348,0.0,46.31619780757117,194.26380219242884,0.0,14.78050100812959,225.79949899187042,0.0,93.80867342208765,146.77132657791236,0.0,10.320211193876702,230.2597888061233,0.0,54.2040670819963,186.3759329180037,0.0,17.233254888100134,223.34674511189988,0.0,1.0
gantenerumab,313.39,2,46.121401080287285,267.2685989197127,0.0,91.64274376888966,221.74725623111033,0.0,55.058498723767116,258.33150127623287,0.0,82.38265573467353,231.00734426532645,0.0,61.98895326179937,251.40104673820062,0.0,131.9011761510495,181.4888238489505,1.0,83.75845103339759,229.6315489666024,0.0,80.8296471844287,232.5603528155713,0.0,104.9723265201481,208.41767347985189,0.0,82.55215650784888,230.8378434921511,0.0,91.44711434499288,221.9428856550071,0.0,78.15651728442447,235.23348271557552,0.0,93.20405821057426,220.18594178942573,0.0,89.8365857191537,223.55341428084628,0.0,89.69886993357247,223.69113006642752,0.0,80.17996688886137,233.2100331111386,0.0,62.881632123825796,250.5083678761742,0.0,86.09997961145345,227.29002038854654,0.0,72.76345253158681,240.62654746841318,0.0,73.78660795757668,239.6033920424233,0.0,1.0
gemtuzumab,294.08,0,24.54935394787765,318.62935394787763,0.0,92.08239855175293,201.99760144824705,0.0,64.12204247409574,229.95795752590425,0.0,83.61298199023526,210.46701800976473,0.0,10.0352631792353,284.0447368207647,0.0,89.6078664344073,204.47213356559269,0.0,54.50442364128256,239.57557635871743,0.0,73.98242196336975,220.09757803663024,0.0,159.8407611441702,453.92076114417017,1.0,82.32967753673444,211.75032246326555,0.0,13.1480713424192,307.2280713424192,0.0,73.67131298173993,220.40868701826005,0.0,26.945414479723354,267.13458552027663,0.0,100.50590760507694,193.57409239492304,0.0,80.05476921698173,214.02523078301826,0.0,90.00749002740858,204.0725099725914,0.0,17.963032080764435,276.11696791923555,0.0,76.37241112877098,217.707588871229,0.0,69.03189341235128,225.0481065876487,0.0,86.83248714573682,207.24751285426316,0.0,1.0
tremelimumab,339.78,2,71.18813720961367,268.5918627903863,0.0,41.35647019601788,298.4235298039821,0.0,45.29531661354281,294.48468338645716,0.0,79.25323601540441,260.52676398459556,0.0,79.47648326211919,260.3035167378808,0.0,127.53619801721013,212.24380198278985,1.0,112.632828418744,227.14717158125598,0.0,106.00461164450792,233.77538835549205,0.0,58.37450268573059,281.4054973142694,0.0,78.22046376819787,261.5595362318021,0.0,73.04278905196134,266.73721094803864,0.0,86.89587526397901,252.88412473602096,0.0,36.81697200156714,376.5969720015671,0.0,47.66437526789991,292.11562473210006,0.0,8.485415234314019,331.29458476568595,0.0,71.39609820283539,268.3839017971646,0.0,58.963114351276715,280.81688564872326,0.0,70.98321295947028,268.7967870405297,0.0,49.88068360505463,289.89931639494534,0.0,83.9501775125076,255.82982248749238,0.0,1.0
ianalumab,110.8,3,124.4526782618759,235.2526782618759,0.0,46.46708326733055,157.26708326733055,0.0,111.87937797726495,222.67937797726495,0.0,102.73193198294352,213.53193198294352,0.0,86.79616237312565,197.59616237312565,0.0,116.08522680982792,226.8852268098279,0.0,115.00894214528752,225.80894214528752,0.0,110.23299768399455,221.03299768399455,0.0,16.11086654360301,126.910866543603,0.0,87.39490004572305,198.19490004572305,0.0,57.24574027658501,168.045740276585,0.0,102.29861241263283,213.09861241263283,0.0,24.170929689701453,134.97092968970145,0.0,111.67846293124087,222.47846293124087,0.0,75.25144238098189,186.05144238098188,0.0,107.58925947977325,218.38925947977324,0.0,130.41968693121567,241.21968693121568,0.0,81.79359000413588,192.59359000413588,0.0,131.1686400203577,241.9686400203577,1.0,105.63632121469819,216.43632121469818,0.0,1.0
eldelumab,151.33,2,63.84750458206713,215.17750458206714,0.0,53.96847523027506,205.29847523027507,0.0,48.6294536843408,199.95945368434082,0.0,70.02451135571329,221.3545113557133,0.0,78.62942837546714,229.95942837546716,0.0,33.501792173547614,184.83179217354763,0.0,56.594433503065574,207.9244335030656,0.0,79.5429609912963,230.8729609912963,0.0,169.275270842433,320.605270842433,1.0,67.96704767570188,219.2970476757019,0.0,110.1556171673578,261.4856171673578,0.0,81.08932572100713,232.41932572100714,0.0,120.14506126775953,271.47506126775954,0.0,75.91270321709226,227.24270321709227,0.0,70.25670282783202,221.58670282783203,0.0,82.87158751220986,234.20158751220987,0.0,127.52491968852647,278.8549196885265,0.0,92.45718495018767,243.78718495018768,0.0,100.24846743192728,251.5784674319273,0.0,88.37762165713715,239.70762165713717,0.0,1.0
racotumomab,183.88,1,24.481224190033117,159.39877580996688,0.0,18.8517048624347,202.7317048624347,0.0,29.27818729271729,154.6018127072827,0.0,26.027964803029136,209.90796480302913,0.0,60.147539445780296,123.7324605542197,0.0,30.933212927579348,214.81321292757934,0.0,63.76900946360064,120.11099053639936,0.0,37.453223659100615,221.3332236591006,0.0,126.05964766942316,57.82035233057684,1.0,0.33546903486748647,184.21546903486748,0.0,76.25213705434533,107.62786294565467,0.0,28.63430595607258,212.51430595607258,0.0,21.703816085483822,162.17618391451617,0.0,15.96408246342645,199.84408246342645,0.0,28.237550868904208,155.6424491310958,0.0,22.04508119655017,205.92508119655017,0.0,9.106001974816252,174.77399802518374,0.0,6.749534364873881,190.62953436487388,0.0,5.811042588775393,178.0689574112246,0.0,22.94625299096333,206.82625299096333,0.0,1.0
lintuzumab,352.37,1,89.34108706482607,263.02891293517393,0.0,110.20550383782137,242.16449616217864,0.0,103.08363512944118,249.28636487055883,0.0,115.76402867024939,236.60597132975062,1.0,39.23365440108887,313.13634559891113,0.0,114.74293848044172,237.62706151955828,0.0,67.57747450902639,284.7925254909736,0.0,107.45143804547183,244.91856195452817,0.0,49.36077496735783,303.0092250326422,0.0,101.64979093148582,250.72020906851418,0.0,51.9905030200469,300.3794969799531,0.0,110.08955618648605,242.28044381351395,0.0,95.58778297951778,256.7822170204822,0.0,94.11341285520041,258.2565871447996,0.0,85.3035850049975,267.0664149950025,0.0,102.91776446668004,249.45223553331996,0.0,44.356818994697676,308.01318100530233,0.0,64.05316291307201,288.316837086928,0.0,68.81389875961167,283.55610124038833,0.0,114.56717476448222,237.8028252355178,0.0,1.0
bimekizumab,116.1,0,95.35063656052597,211.45063656052596,0.0,133.2700484520455,249.3700484520455,1.0,103.27013895243516,219.37013895243516,0.0,112.61380424102529,228.7138042410253,0.0,115.65568052968428,231.75568052968427,0.0,123.56906011656758,239.66906011656758,0.0,97.08461379061461,213.1846137906146,0.0,100.50694983683158,216.60694983683157,0.0,71.84370853299572,187.94370853299571,0.0,81.99569558928079,198.09569558928078,0.0,63.4538059649625,179.5538059649625,0.0,88.02257354695149,204.1225735469515,0.0,89.51641487373948,205.61641487373947,0.0,114.79755407294894,230.89755407294894,0.0,96.98731549991837,213.08731549991836,0.0,96.87023315960144,212.97023315960143,0.0,68.21817370821753,184.31817370821753,0.0,113.34008268115528,229.44008268115527,0.0,74.68966356899165,190.78966356899164,0.0,106.88248668805647,222.98248668805647,0.0,1.0
sintilimab,310.74,0,50.15071831101636,260.58928168898365,0.0,79.34870876560106,231.39129123439895,0.0,53.55915275990225,257.18084724009776,0.0,91.49735221345412,219.2426477865459,0.0,2.686168420603906,308.0538315793961,0.0,105.73993508831893,205.00006491168108,0.0,33.72932778328152,277.0106722167185,0.0,100.80188692329546,209.93811307670455,0.0,18.913070782959096,291.8269292170409,0.0,80.24430121786753,230.49569878213248,0.0,41.047679520706026,269.692320479294,0.0,100.67422393869649,210.06577606130352,0.0,27.89542886712121,282.8445711328788,0.0,41.15068217622007,269.58931782377994,0.0,31.708419033466782,279.0315809665332,0.0,76.49401660450366,234.24598339549635,0.0,60.07014444925545,250.66985555074456,0.0,81.38061136106896,229.35938863893105,0.0,71.08349697464433,239.65650302535568,0.0,115.4990523346878,195.2409476653122,1.0,1.0
zanolimumab,301.96,3,55.30672164392669,246.6532783560733,0.0,87.74902295888822,214.21097704111176,0.0,37.94067469911636,264.0193253008836,0.0,79.95501946764185,222.00498053235813,0.0,26.585221177292226,275.37477882270775,0.0,58.917704668245136,243.04229533175484,0.0,26.423084255652157,275.5369157443478,0.0,77.67696582541743,224.28303417458255,0.0,16.296844008441667,285.6631559915583,0.0,53.41030530881113,248.54969469118885,0.0,9.633250417991064,292.3267495820089,0.0,76.37274942107732,225.58725057892266,0.0,90.53958229356095,392.49958229356093,0.0,29.41912738192059,331.37912738192057,0.0,76.26307746144107,378.22307746144105,0.0,60.565764772988246,241.39423522701173,0.0,24.56525323183655,277.39474676816343,0.0,61.45952228874614,240.50047771125384,0.0,46.206282449979454,255.75371755002053,0.0,83.91719081069402,218.04280918930596,0.0,0.0
quilizumab,249.63,2,17.52422864427359,232.1057713557264,0.0,35.286153792358135,214.34384620764186,0.0,12.889073184678125,236.74092681532187,0.0,32.26305887053911,217.36694112946088,0.0,17.23675849780986,232.39324150219014,0.0,1.775828929843783,247.8541710701562,0.0,16.703210215315863,232.92678978468413,0.0,21.768349005027773,227.86165099497222,0.0,11.654840629774924,237.97515937022507,0.0,1.7056109214068726,251.33561092140687,0.0,6.8027874165135245,256.4327874165135,0.0,22.23165302875711,227.3983469712429,0.0,22.027138913120268,271.65713891312026,0.0,2.416327309136335,247.21367269086366,0.0,29.78125530548499,279.411255305485,0.0,10.600944790286718,239.02905520971328,0.0,85.06324624392727,164.56675375607273,0.0,8.708266326296268,258.33826632629626,0.0,28.84146965550451,220.78853034449548,0.0,30.247006311030503,219.3829936889695,0.0,0.0
prezalumab,165.68,0,54.262486410782,219.942486410782,0.0,104.70495414800229,270.3849541480023,0.0,86.24986717414407,251.92986717414408,0.0,76.4207765310608,242.1007765310608,0.0,105.41231048724848,271.0923104872485,0.0,82.81250918183514,248.49250918183515,0.0,119.04518699630836,284.72518699630837,0.0,73.1931726324683,238.8731726324683,0.0,93.56991555394785,259.24991555394786,0.0,83.21508937270704,248.89508937270705,0.0,109.8240941443018,275.5040941443018,0.0,71.14744572792077,236.82744572792078,0.0,28.00619391758019,193.6861939175802,0.0,98.23191386329853,263.91191386329854,0.0,74.08278262307448,239.7627826230745,0.0,73.674323215556,239.354323215556,0.0,77.93807804688623,243.61807804688624,0.0,89.12696728200376,254.80696728200377,0.0,94.30795751481634,259.98795751481634,0.0,70.69400015089855,236.37400015089855,0.0,0.0
zalutumumab,266.55,0,12.74895008686832,253.8010499131317,0.0,11.151160491531414,255.3988395084686,0.0,9.587456469586812,256.9625435304132,0.0,27.52356795835084,239.02643204164917,0.0,131.39498981846913,135.15501018153088,0.0,31.41854889984529,235.13145110015472,0.0,97.57786496725384,168.97213503274617,0.0,45.36696626631141,221.1830337336886,0.0,88.48229002444964,178.06770997555037,0.0,28.685839908457524,237.8641600915425,0.0,71.8053660770253,194.7446339229747,0.0,38.886549696228116,227.6634503037719,0.0,65.0039351660266,201.54606483397342,0.0,13.356437675140683,279.9064376751407,0.0,27.625039689738003,238.924960310262,0.0,19.66155896073502,246.888441039265,0.0,52.14396700367578,214.40603299632423,0.0,12.076240609901447,254.47375939009856,0.0,45.59904835852427,220.95095164147574,0.0,31.91175016663024,234.63824983336977,0.0,0.0
vadastuximab,261.98,1,47.535955910347695,309.5159559103477,0.0,8.73731283839075,253.24268716160927,0.0,18.854806466228467,280.8348064662285,0.0,24.53737368227729,237.44262631772273,0.0,47.01980728942067,308.9998072894207,0.0,34.218753495032956,227.76124650496706,0.0,15.394415187376296,246.58558481262372,0.0,31.692368468691683,230.28763153130834,0.0,28.48579465964832,290.46579465964834,0.0,14.787477928488528,247.1925220715115,0.0,5.472920530953445,256.5070794690466,0.0,29.344022019795915,232.6359779802041,0.0,5.941040875124429,267.92104087512445,0.0,17.27950343089313,244.7004965691069,0.0,11.935908191379866,250.04409180862015,0.0,21.694382044423776,240.28561795557624,0.0,3.184049724199724,258.7959502758003,0.0,17.412964295547795,244.56703570445222,0.0,23.083216302168807,238.8967836978312,0.0,36.46100555520323,225.5189944447968,0.0,0.0
rilotumumab,220.5,1,71.28782637087812,291.7878263708781,0.0,8.471145537509045,228.97114553750905,0.0,28.758312208881676,249.25831220888168,0.0,7.351762130624792,213.1482378693752,0.0,98.6754764449214,319.1754764449214,0.0,9.171752752475754,211.32824724752425,0.0,36.54209239470964,257.04209239470964,0.0,13.400363631497072,207.09963636850293,0.0,11.765605327062588,208.7343946729374,0.0,10.264282342462849,230.76428234246285,0.0,23.325451331036106,197.1745486689639,0.0,7.033971267301467,213.46602873269853,0.0,23.807282580389398,244.3072825803894,0.0,17.409760259526365,237.90976025952637,0.0,2.5529810214716235,223.05298102147162,0.0,12.64054529481129,233.1405452948113,0.0,7.112554980381702,227.6125549803817,0.0,23.230506378865954,197.26949362113405,0.0,9.040209562078417,229.54020956207842,0.0,11.33704996650269,209.1629500334973,0.0,0.0
visilizumab,303.51,0,22.571949914754384,326.0819499147544,0.0,71.08886619649547,232.42113380350452,0.0,10.065075772199236,293.44492422780075,0.0,68.00772729557679,235.5022727044232,0.0,7.690353752585452,295.81964624741454,0.0,89.31215449995634,214.19784550004366,0.0,28.028796353630128,275.48120364636986,0.0,85.20037239742484,218.30962760257515,0.0,27.414942342015934,330.9249423420159,0.0,31.030191658739284,272.4798083412607,0.0,1.3679337567626817,304.8779337567627,0.0,65.67006734495524,237.83993265504475,0.0,47.23609595614272,256.27390404385727,0.0,62.99724130222191,240.51275869777808,0.0,44.808848862779826,258.70115113722017,0.0,81.78488899817916,221.72511100182084,0.0,60.435404268660875,363.94540426866087,0.0,64.96721615533892,238.54278384466107,0.0,2.699895191642554,306.20989519164254,0.0,83.52951857562732,219.98048142437267,0.0,0.0
varlilumab,261.98,0,50.58193348889364,312.56193348889366,0.0,8.582066526234485,270.5620665262345,0.0,47.417590414525876,309.3975904145259,0.0,14.83687684520416,247.14312315479586,0.0,61.38774432458689,323.3677443245869,0.0,10.365931223469886,251.61406877653013,0.0,42.29310133726443,304.27310133726445,0.0,18.739775146533475,243.24022485346654,0.0,60.83598467482,322.81598467482,0.0,12.546384340451255,274.5263843404513,0.0,43.315642300297895,305.2956423002979,0.0,16.78257935385625,245.19742064614377,0.0,22.845934358045497,284.8259343580455,0.0,28.48148785584067,290.4614878558407,0.0,30.089963936693152,292.06996393669317,0.0,10.197786606786963,251.78221339321306,0.0,35.68138484288454,297.66138484288456,0.0,5.836711856549016,256.143288143451,0.0,34.302498739333544,296.28249873933356,0.0,16.21365797617537,245.76634202382465,0.0,0.0
veltuzumab,221.22,1,86.10275606003503,307.32275606003503,0.0,5.870788487598105,227.0907884875981,0.0,44.38761503131431,265.6076150313143,0.0,2.108191945310665,223.32819194531066,0.0,52.01261067383311,273.2326106738331,0.0,21.03166248939425,242.25166248939425,0.0,28.621907553893323,249.84190755389332,0.0,10.191390326889405,231.4113903268894,0.0,5.703519684677474,215.51648031532253,0.0,11.143872343593188,210.0761276564068,0.0,24.91988654161173,196.30011345838827,0.0,7.064873531886434,214.15512646811356,0.0,6.3144977165085265,214.90550228349147,0.0,6.771010820946316,227.99101082094631,0.0,4.260187090176487,225.48018709017649,0.0,4.646581272613162,225.86658127261316,0.0,31.071900638220058,252.29190063822006,0.0,16.169675685658888,237.3896756856589,0.0,25.968402826966127,247.18840282696613,0.0,5.943340326749819,215.27665967325018,0.0,0.0
teprotumumab,240.58,2,93.97709637553336,146.60290362446665,0.0,71.09796032327014,169.48203967672987,0.0,70.68443008050204,169.89556991949797,0.0,19.48366385555161,221.0963361444484,0.0,49.04140721513022,191.5385927848698,0.0,20.336224958554425,220.2437750414456,0.0,33.39420509237064,207.18579490762937,0.0,0.5825939104775273,241.16259391047754,0.0,6.088140769555679,234.49185923044433,0.0,30.472941723994865,210.10705827600515,0.0,3.3760360226561943,243.9560360226562,0.0,0.29959641558784256,240.87959641558786,0.0,3.2816816941146953,243.8616816941147,0.0,25.063111791264106,215.5168882087359,0.0,25.016431832801203,215.5635681671988,0.0,2.2774083753959076,242.85740837539592,0.0,18.370602016357765,222.20939798364225,0.0,12.851930626803465,227.72806937319655,0.0,19.33242264118749,221.24757735881252,0.0,3.80848359516321,244.38848359516322,0.0,0.0
rinucumab,171.61,3,95.5621395320465,267.1721395320465,0.0,8.384627743703675,179.9946277437037,0.0,89.99484243577677,261.6048424357768,0.0,47.56404064899368,219.1740406489937,0.0,131.07548046394072,302.68548046394073,0.0,43.70673457258357,215.31673457258358,0.0,54.93249731121256,226.54249731121257,0.0,44.90480918135469,216.5148091813547,0.0,16.115174141170428,187.72517414117044,0.0,49.086304817451236,220.69630481745125,0.0,33.13219918703487,204.74219918703488,0.0,43.666251146031414,215.27625114603143,0.0,99.28991919376244,270.89991919376246,0.0,71.52096395019825,243.13096395019826,0.0,67.73562404220067,239.34562404220068,0.0,60.85898728534883,232.46898728534885,0.0,11.643856335574128,183.25385633557414,0.0,37.94150108299311,209.55150108299313,0.0,17.437611337749274,189.0476113377493,0.0,43.86768260064406,215.47768260064407,0.0,0.0
tralokinumab,287.68,2,51.40840924077304,236.27159075922697,0.0,14.656726627339879,302.3367266273399,0.0,3.6652284526123253,291.34522845261233,0.0,41.72530246085793,245.95469753914207,0.0,8.657090725426485,296.3370907254265,0.0,9.601782175182905,278.0782178248171,0.0,20.389518010202096,308.0695180102021,0.0,44.521058841668065,243.15894115833194,0.0,21.040748602159226,266.6392513978408,0.0,27.565147132483048,315.24514713248305,0.0,25.64191143687441,313.3219114368744,0.0,49.8119440593172,237.8680559406828,0.0,38.720790104045534,326.40079010404554,0.0,1.4261552107823832,286.2538447892176,0.0,32.846598685091465,320.52659868509147,0.0,27.616842546415512,260.0631574535845,0.0,5.68532973271607,293.3653297327161,0.0,10.348810219758889,298.0288102197589,0.0,30.009859845700078,317.6898598457001,0.0,32.163453445332266,255.51654655466774,0.0,0.0
tislelizumab,226.51,2,31.981811387055416,194.52818861294458,0.0,17.791541711611217,208.71845828838877,0.0,29.53986433462535,196.97013566537464,0.0,7.809771518399913,218.70022848160008,0.0,45.991796860041916,272.5017968600419,0.0,2.8580689387820826,223.6519310612179,0.0,8.745392794771533,235.25539279477152,0.0,7.635572095036963,218.87442790496303,0.0,63.87231302139378,162.6376869786062,0.0,23.34144577381545,203.16855422618454,0.0,67.24876759390986,159.26123240609013,0.0,1.9864133762220604,224.52358662377793,0.0,128.01872276069966,98.49127723930033,0.0,9.040750305120923,235.5507503051209,0.0,70.92917852882513,155.58082147117486,0.0,5.298738679518067,231.80873867951806,0.0,73.48101561280146,153.02898438719853,0.0,24.309083375312326,202.20091662468766,0.0,53.02688909969277,173.48311090030722,0.0,4.1299330597220205,222.38006694027797,0.0,0.0
tanezumab,202.18,1,20.65986076969807,181.52013923030194,0.0,39.4784017981886,241.6584017981886,0.0,1.9671453385270752,200.21285466147293,0.0,12.207405067622432,214.38740506762244,0.0,43.270609532739996,245.45060953274,0.0,23.05947202981079,225.2394720298108,0.0,21.646519011941052,223.82651901194106,0.0,24.808800988763835,226.98880098876384,0.0,52.003623638807596,150.1763763611924,0.0,35.00019389931495,237.18019389931496,0.0,6.820823192813151,195.35917680718686,0.0,22.526196695636912,224.70619669563692,0.0,42.08136367038796,160.09863632961205,0.0,35.406013319951455,237.58601331995146,0.0,7.638136165661024,194.54186383433898,0.0,18.70051837119209,220.8805183711921,0.0,9.115124801054662,193.06487519894534,0.0,17.40995287592753,219.58995287592754,0.0,24.57642945281708,226.7564294528171,0.0,14.817606964734239,216.99760696473425,0.0,0.0
